description,category,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
 mature seeds,raw,Yardlong beans,100,347,1.3,0.3,0,17,0,658,0,2.158,1.556,0.235,0.887,52,3,0,0,0,0,0,0,0.371,1.60.00,0,0,0,138,0.879,8.61,338,1.59,559,1157,8.2,3.5,24.33,1.109,1.685,2.938,0.269,4.608,1.004,0.755,0,0.989,1.864,1.646,0.3461.421,1.094,1.218,0.926,0.3,0.786,1.16,61.91,11,0,0,0,0,0,0,0,1.31,0.339,0.114,0.565,0,0,4.03,0,0,8.43,,
 immature seeds,raw,Winged beans,100,49,0.9,0.2,0,4,0,66,0,0.9,0.059,0.1,0.14,128,0,0,0,0,0,0,0,0.113,18.30.00,0,0,0,84,0.051,1.5,34,0.218,37,223,1.5,0.39,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,0.87,0.238,0.25,0.186,0,0,0.83,0,0,87.04,,
 unspecified,raw,Mollusks,100,137,0.4,,65,206,65,6,0,1.05,0.208,0.107,0.026,87,26,0,0,0,0,0,9.07,0.342,4.00.00,0.13,0.13,0.1,57,1.03,5.03,86,0.447,141,347,44.8,1.63,23.84,1.556,2.468,2.563,0.187,3.669,1.495,0.488,0,0.828,1.903,1.465,0.6030.824,1.182,1.11,1.068,0.309,0.759,1.037,7.76,0,0,0,0,0,0,0,0,0.4,0.031,0.028,0.023,65,0,2,0,0,66,,
 mixed species,raw,Fish,100,90,1.3,0.2,67,72,65,13,0,1.3,0.216,0.046,0.056,100,30,0,0,0,0,0,2.3,0.156,0.057.00,0.3,0.3,0.1,48,0.031,0.34,21,0.104,222,249,32.1,0.88,18.31,1.108,1.096,1.875,0.196,2.734,0.879,0.539,0,0.844,1.488,1.682,0.5420.715,0.648,0.747,0.803,0.205,0.618,0.943,0,0,0,0,0,0,0,0,0,1.31,0.247,0.279,0.422,67,0,1.3,0,0,80.27,,
 meat,raw,Moose,100,103,1.5,0.2,54,65,0,0,0,5,0,0.24,0.07,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0.067,3.28,23,0.008,165,317,0,2.8,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.22,0.15,1.2,54,0,1.41,0,0,74.79,,
 mature seeds,raw,Beans,100,345,2.6,0.7,0,12,0,389,0,2.43,0.734,0.33,0.69,6,0,0,0,0,0,0,0,0.442,0.00.00,0,0,0,166,0.639,7.01,222,1.286,488,1042,12.8,2.83,22,0.922,1.362,2.661,0.239,3.355,0.859,0.612,0,0.972,1.756,1.51,0.3311.190,0.933,1.197,0.926,0.26,0.62,1.151,60.7,25.1,0,0,0,0,0,0,0,2.6,0.671,0.226,1.118,0,0,3.6,0,0,11.1,,
 meat only,raw,Pheasant,100,133,3.3,1.1,58,33,0,4,0,8.554,0.96,0.119,0.081,147,44,0,0,0,0,0,0.84,0.74,6,0,0,0,3,0.046,0.79,21,0.015,200,242,16.7,0.63,24.37,1.47,1.482,2.363,0.32,3.603,1.08,0.971,0,1.369,2.063,2.23,0.7100.951,0.889,1.049,1.22,0.339,0.799,1.349,0,0,0,0,0,0,0,0,0,3.25,1.1,1.04,0.55,58,0,1.3,0,0,72.4,,
 Atlantic,raw,Fish,100,79,1.5,0.3,52,287,65,9,0,1.005,0.272,0.048,0.04,40,12,0,0,0,0,0,1.5,0.073,0.048.00,0.76,0.76,0.1,28,0.021,0.22,23,0.011,248,187,28.6,0.29,15.31,0.901,1.013,1.558,0.16,2.412,0.676,0.319,0,0.723,1.239,1.464,0.4880.638,0.525,0.629,0.704,0.188,0.544,0.741,0,0,0,0,0,0,0,0,0,1.54,0.273,0.475,0.304,52,0,1.2,0,0,83.07,,
 skipjack,raw,Fish,100,103,1,0.3,47,37,0,9,0,15.4,0.42,0.1,0.033,52,16,0,0,0,0,0,1.9,0.85,1,0,0,0,29,0.086,1.25,34,0.015,222,407,36.5,0.82,22,1.331,1.316,2.253,0.236,3.284,1.056,0.648,0,1.014,1.788,2.02,0.6510.859,0.778,0.898,0.964,0.246,0.743,1.133,0,0,0,0,0,0,0,0,0,1.01,0.328,0.19,0.315,47,0,1.3,0,0,70.58,,
 pumpkin seed,raw,Fish,100,89,0.7,0.1,67,80,0,15,0,1.2,0.75,0.07,0.08,50,15,0,0,0,0,0,2,0.12,1,0,0,0,80,0.3,1.2,30,0.7,180,350,12.6,1.55,19.4,1.173,1.161,1.987,0.208,2.896,0.931,0.571,0,0.894,1.577,1.782,0.5740.757,0.686,0.792,0.85,0.217,0.655,0.999,0,0,0,0,0,0,0,0,0,0.7,0.139,0.117,0.246,67,0,1.1,0,0,79.5,,
 all classes,raw,Chicken,100,119,4.8,1.6,345,71,194.4,588,0,9.728,6.233,1.778,0.305,11078,3296,11,56,11,0,0,16.58,0.853,17.90.00,0.7,0.7,0,8,0.492,8.99,19,0.255,297,230,54.6,2.67,16.92,0.993,1.093,1.593,0.272,2.093,0.849,0.507,0.043,0.813,1.512,1.332,0.4320.824,0.726,0.735,0.725,0.176,0.653,0.998,0.73,0,0,0,0,0,0,0,0,4.83,1.563,1.249,1.306,345,0,1.06,0,0,76.46,,
 all classes,raw,Chicken,100,153,9.3,2.7,136,74,0,72,0,4.883,2.559,0.728,0.152,30,9,0,0,0,0,0,7.29,0.36,3.2,0,0,0,12,0.346,5.96,15,0.089,177,176,4.3,6.59,15.55,0.98,0.997,1.512,0.211,2.308,0.863,0.408,0,0.833,1.355,1.303,0.3760.696,0.793,0.627,0.704,0.199,0.557,0.88,0.71,0,0,0,0,0,0,0,0,9.33,2.66,2.37,2.71,136,0,0.85,0,0,73.56,,
,raw,Coriander (cilantro) leaves,100,23,0.5,,0,46,12.8,62,0,1.114,0.57,0.162,0.067,6748,337,36,3930,202,865,0,0,0.149,27.00.00,2.5,2.5,310,67,0.225,1.77,26,0.426,48,521,0.9,0.5,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,2.8,0.87,0,0,0,0,0,0,0.52,0.014,0.275,0.04,0,0,1.47,0,0,92.21,,
 meat only,raw,Chicken,100,148,6.3,1.6,63,79,0,7,0,7.477,1.09,0.207,0.149,105,32,0,0,0,0,0,0.38,0.44,3.3,0.24,0.24,2,10,0.089,1.09,24,0.019,209,251,15.7,1.4,21.26,1.16,1.282,1.895,0.272,3.184,1.044,0.66,0,1.122,1.595,1.806,0.5880.844,0.874,0.731,0.898,0.248,0.718,1.054,0,0,0,0,0,0,0,0,0,6.32,1.57,1.94,1.57,63,0,1.27,0,0,72.54,,
,raw,Mashu roots,100,135,2.4,,0,0,0,0,0,1.3,0,0.07,0.1,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,67,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.4,0,0,67.8,,
 (corn and limas),raw,Succotash,100,99,1,0.2,0,4,0,40,0,1.587,0.128,0.082,0.208,292,15,0,0,0,0,0,0,0.13,15.10.00,0,0,0,18,0.186,1.83,48,0.688,113,369,0.6,0.61,5.03,0.277,0.294,0.489,0.055,0.758,0.2,0.16,0,0.284,0.443,0.295,0.0680.243,0.196,0.29,0.209,0.056,0.171,0.306,19.59,3.8,0,0,0,0,0,0,0,1.02,0.19,0.198,0.489,0,0,1.26,0,0,73.1,,
 chinese (pak-choi),raw,Cabbage,100,13,0.2,,0,65,6.4,66,0,0.5,0.088,0.07,0.04,4468,223,1,2681,0,40,0,0,0.194,45.00.00,0.09,0.09,45.5,105,0.021,0.8,19,0.159,37,252,0.5,0.19,1.5,0.086,0.084,0.108,0.017,0.36,0.043,0.026,0,0.085,0.088,0.089,0.0090.044,0.031,0.048,0.049,0.015,0.029,0.066,2.18,1,1.18,0,0,0,0,0,0,0.2,0.027,0.015,0.096,0,0,0.8,0,0,95.32,,
 (vegetable oyster),raw,Salsify,100,82,0.2,,0,20,0,26,0,0.5,0.371,0.22,0.08,0,0,0,0,0,0,0,0,0.277,8.00.00,0,0,0,60,0.089,0.7,23,0.268,75,380,0.8,0.38,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,3.3,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,77,,
 yellow,raw,Passion-fruit juice,100,60,0.2,,0,6,4,8,0,2.24,0,0.101,0,943,47,35,525,47,0,0,0,0.06,18.20.00,0.01,0.01,0.4,4,0.05,0.36,17,0,25,278,0.1,0.06,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0.2,14.25,0,0,0,0,0,0,0.18,0.015,0.022,0.106,0,0,0.49,0,0,84.21,,
 mature seeds,raw,Beans,100,343,2,0.2,0,18,0,399,0,2.083,0.789,0.221,0.535,8,0,0,0,0,0,0,0,0.401,4.60.00,0,0,0,186,0.44,3.4,188,1.2,304,1316,12.9,1.9,18.81,0.789,1.165,2.276,0.205,2.869,0.734,0.524,0,0.831,1.502,1.291,0.2831.017,0.798,1.023,0.792,0.223,0.53,0.984,64.11,25.2,0,0,0,0,0,0,0,2.02,0.221,0.138,1.207,0,0,4.3,0,0,10.77,,
 mature seeds,raw,Beans,100,329,0.5,0.2,0,5,0,622,0,2.63,1.471,0.22,0.455,17,1,0,0,0,0,0,0,0.351,0.00.00,0,0,0,66,1.094,4.98,127,1.73,381,1254,3.1,5.04,19.87,1.16,1.284,2.355,0.184,3.099,0.756,0.524,0,0.791,1.668,1.497,0.2101.052,0.874,0.976,0.674,0.191,0.591,1.023,62.9,12.7,0,0,0,0,0,0,0,0.53,0.191,0.05,0.113,0,0,3.26,0,0,13.44,,
 purple,raw,Passion-fruit juice,100,51,0.1,,0,6,4,7,0,1.46,0,0.131,0,717,36,0,419,23,0,0,0,0.05,29.80.00,0.01,0.01,0.4,4,0.053,0.24,17,0,13,278,0.1,0.05,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0.2,13.4,0,0,0,0,0,0,0.05,0.004,0.006,0.029,0,0,0.34,0,0,85.62,,
 mixed species,raw,Fish,100,130,4.5,0.9,51,79,65,3,0,2.938,0.695,0.062,0.042,233,70,0,0,0,0,0,1.49,0.4,0.024.00,1,1,0.1,34,0.033,0.84,49,0.015,210,160,36.5,0.43,20.98,1.269,1.255,2.148,0.225,3.131,1.007,0.618,0,0.967,1.705,1.926,0.6210.819,0.742,0.856,0.92,0.235,0.708,1.081,0,0,0,0,0,0,0,0,0,4.51,0.925,1.808,1.195,51,0,1.39,0,0,73.58,,
 mature seeds,raw,Beans,100,333,0.9,0.2,0,16,66.2,388,0,0.479,0.732,0.146,0.437,0,0,0,0,0,0,0,0,0.318,0.00.00,0.21,0.21,5.6,240,0.984,10.44,190,1.796,301,1795,12.8,3.67,23.36,0.979,1.446,2.825,0.254,3.561,0.912,0.65,0,1.031,1.865,1.603,0.3511.263,0.99,1.271,0.983,0.277,0.658,1.222,60.27,15.2,2.11,0,0,0,0,0,0,0.85,0.219,0.074,0.364,0,0,4.2,0,0,11.32,,
 all classes,raw,Turkey,100,140,7.4,1.9,225,129,126.8,0,0,6.44,3.12,1.13,0.165,305,82,0,23,0,0,0,13.3,0.479,3.017.00,0.31,0.31,0,18,0.488,3.7,21,0.102,183,179,35.4,3.21,16.7,0.919,0.976,1.3,0.194,2.179,0.902,0.365,0.09,0.475,1.198,1.26,0.4210.615,1.013,0.716,0.604,0.182,0.528,0.588,0.4,0,0,0,0,0,0,0,0,7.44,1.923,2.045,2.153,225,0,0.99,0,0,74.47,,
 all classes,raw,Turkey,100,128,5.5,1.7,415,131,221.8,677,0,11.233,6.28,2.247,0.206,26901,8058,0,29,0,0,0,19.73,1.04,24.550.00,0.24,0.24,0,20,0.863,8.94,24,0.296,279,214,68.7,3.37,18.26,1.005,1.067,1.421,0.212,2.382,0.986,0.398,0.06,0.519,1.31,1.378,0.4610.672,1.107,0.783,0.66,0.199,0.578,0.643,0,0,0,0,0,0,0,0,0,5.5,1.664,0.817,1.684,415,0,1.32,0,0,75.54,,
 immature seeds,raw,Lima beans,100,113,0.9,0.2,0,8,40,34,0,1.474,0.247,0.103,0.217,209,10,0,126,0,0,0,0,0.204,23.40.00,0.32,0.32,5.6,34,0.318,3.14,58,1.215,136,467,1.8,0.78,6.84,0.26,0.458,0.735,0.083,0.881,0.274,0.232,0,0.44,0.538,0.452,0.0680.337,0.102,0.427,0.29,0.09,0.22,0.427,20.17,4.9,1.48,0,0,0,0,0,0,0.86,0.198,0.05,0.419,0,0,1.89,0,0,70.24,,
iblets,raw,Chicken,100,127,5,1.5,236,77,0,276,0,6.208,2.696,0.818,0.08,9592,2880,0,0,0,0,0,9.4,0.36,13.1,0,0,0,10,0.218,5.4,17,0.13,184,227,54.1,3.39,18.14,0.866,1.227,1.696,0.241,2.812,0.991,0.415,0,0.903,1.424,1.318,0.4570.810,0.927,0.795,0.825,0.2,0.59,0.943,1.14,0,0,0,0,0,0,0,0,5.04,1.54,1.28,1.26,236,0,0.95,0,0,74.73,,
 mature seeds,raw,Beans,100,341,1.4,0.4,0,5,66.4,444,0,1.955,0.899,0.193,0.9,17,0,0,0,0,0,0,0,0.286,0.00.00,0.21,0.21,5.6,123,0.841,5.02,171,1.06,352,1483,3.2,3.65,21.6,0.905,1.337,2.613,0.235,3.294,0.843,0.601,0,0.954,1.725,1.483,0.3251.168,0.916,1.175,0.909,0.256,0.608,1.13,62.36,15.5,2.12,0,0,0,0,0,0,1.42,0.366,0.123,0.61,0,0,3.6,0,0,11.02,,
 breadnut tree seeds,raw,Seeds,100,217,1,0.3,0,31,0,66,0,0.88,1.103,0.055,0.055,248,12,0,0,0,0,0,0,0.403,27.40.00,0,0,0,98,1.444,2.09,68,0.178,67,1183,0,1.13,5.97,0.271,0.549,0.659,0.093,0.835,0.375,0.091,0,0.338,0.647,0.26,0.0350.282,0.297,0.4,0.232,0.162,0.439,0.578,46.28,0,0,0,0,0,0,0,0,0.99,0.267,0.126,0.527,0,0,1.76,0,0,45,,
 immature seeds,raw,Broadbeans,100,72,0.6,0.1,0,50,0,96,0,1.5,0.086,0.11,0.17,350,18,0,0,0,0,0,0,0.038,33.00.00,0,0,0,22,0.074,1.9,38,0.32,95,250,1.2,0.58,5.6,0.228,0.463,0.631,0.077,0.855,0.23,0.134,0,0.251,0.432,0.366,0.0430.228,0.252,0.246,0.208,0.056,0.196,0.274,11.7,4.2,0,0,0,0,0,0,0,0.6,0.138,0.017,0.31,0,0,1.1,0,0,81,,
 farmed,raw,Fish,100,160,7.7,1.8,51,47,0,13,0,6.813,1.14,0.11,0.09,188,56,0,0,0,0,0,2.67,0.66,1.1,0,0,0,12,0.048,0.34,31,0.012,292,450,12.6,0.43,21.27,1.286,1.273,2.178,0.228,3.175,1.021,0.626,0,0.98,1.729,1.953,0.6290.830,0.752,0.868,0.932,0.238,0.718,1.096,0,0,0,0,0,0,0,0,0,7.67,1.816,3.33,1.861,51,0,1.3,0,0,70.47,,
 separable fat,raw,Pork,100,632,66,22,72,47,31,0,0,2.63,0.43,0.09,0.16,86,26,0,0,0,0,0,0.67,0.143,0.069.00,0.42,0.42,0,14,0.067,0.26,6,0,84,333,9,0.6,9.25,0.53,0.596,0.865,0.104,1.413,0.418,0.376,0.032,0.438,0.761,0.823,0.2540.384,0.374,0.386,0.407,0.11,0.366,0.468,0,0,0,0,0,0,0,0,0,65.7,21.979,28.041,13.186,72,0,0.51,0,0,24.76,,
 immature seeds,raw,Pigeonpeas,100,136,1.6,0.4,0,5,45.8,173,0,2.2,0.68,0.17,0.4,67,3,0,40,0,190,0,0,0.068,39.00.00,0.39,0.39,24,42,0.134,1.6,68,0.574,127,552,1.5,1.04,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88,5.1,3,0,0,0,0,0,0,1.64,0.354,0.013,0.873,0,0,1.4,0,0,65.88,,
 meat only,raw,Squab,100,142,7.5,2,90,51,0,7,0,6.86,0.787,0.285,0.283,94,28,0,0,0,0,0,0.47,0.53,7.2,0,0,0,13,0.594,4.51,25,0.019,307,237,13.5,2.7,17.5,1.078,1.109,1.459,0.305,2.268,1.159,0.664,0,0.955,1.501,1.532,0.5540.759,0.641,0.854,0.876,0.274,0.812,0.949,0,0,0,0,0,0,0,0,0,7.5,1.96,2.66,1.6,90,0,1.17,0,0,72.8,,
 mature seeds,raw,Winged beans,100,409,16,2.3,0,38,0,45,0,3.09,0.795,0.45,1.03,0,0,0,0,0,0,0,0,0.175,0.00.00,0,0,0,440,2.88,13.44,179,3.721,451,977,8.2,4.48,29.65,1.04,1.886,3.187,0.545,4.01,1.14,0.79,0,1.468,2.497,2.136,0.3561.429,1.924,1.235,1.179,0.762,1.457,1.53,41.71,25.9,0,0,0,0,0,0,0,16.32,2.303,6.012,4.33,0,0,3.98,0,0,8.34,,
 mixed species,raw,Fish,100,91,0.9,0.2,90,62,65,5,0,1.52,0.75,0.1,0.07,30,9,0,0,0,0,0,1.9,0.12,1.7118.00,0.2,0.2,0.1,80,0.15,0.9,30,0.7,200,269,12.6,1.11,19.39,1.173,1.16,1.985,0.208,2.894,0.931,0.571,0,0.893,1.576,1.781,0.5740.757,0.686,0.791,0.85,0.217,0.655,0.999,0,0,0,0,0,0,0,0,0,0.92,0.185,0.152,0.368,90,0,1.24,0,0,79.13,,
 bluefin,raw,Fish,100,144,4.9,1.3,38,39,65,2,0,8.654,1.054,0.251,0.241,2183,655,0,0,0,0,0,9.43,0.455,0.0227.00,1,1,0,8,0.086,1.02,50,0.015,254,252,36.5,0.6,23.33,1.411,1.396,2.388,0.25,3.482,1.12,0.687,0,1.075,1.896,2.142,0.6900.911,0.825,0.952,1.023,0.261,0.787,1.202,0,0,0,0,0,0,0,0,0,4.9,1.257,1.6,1.433,38,0,1.18,0,0,68.09,,
 mixed species,raw,Fish,100,148,6.6,1.1,58,52,65,13,0,4.5,1.94,0.33,0.35,57,17,0,0,0,0,0,7.79,0.2,0.5155.00,0.2,0.2,0.1,43,0.188,1.5,22,0.851,245,361,12.6,0.66,20.77,1.256,1.243,2.127,0.223,3.1,0.997,0.611,0,0.957,1.688,1.907,0.6150.811,0.734,0.847,0.911,0.233,0.701,1.07,0,0,0,0,0,0,0,0,0,6.61,1.149,3.254,1.499,58,0,1.17,0,0,71.42,,
 wild,raw,Fish,100,119,3.5,0.7,59,31,0,12,0,5.384,0.928,0.105,0.123,62,19,0,0,0,0,0,4.45,0.406,2.4,0,0,0,67,0.109,0.7,31,0.158,271,481,12.6,1.08,20.48,1.239,1.225,2.097,0.22,3.057,0.983,0.603,0,0.944,1.664,1.881,0.6060.799,0.724,0.836,0.898,0.229,0.691,1.055,0,0,0,0,0,0,0,0,0,3.46,0.722,1.129,1.237,59,0,1.31,0,0,71.87,,
 chinese (pe-tsai),raw,Cabbage,100,16,0.2,,0,9,7.6,79,0,0.4,0.105,0.05,0.04,318,16,1,190,0,48,0,0,0.232,27.00.00,0.12,0.12,42.9,77,0.036,0.31,13,0.19,29,238,0.6,0.23,1.2,0.069,0.067,0.086,0.013,0.288,0.035,0.021,0,0.068,0.07,0.071,0.0070.035,0.025,0.038,0.039,0.012,0.023,0.053,3.23,1.2,1.41,0,0,0,0,0,0,0.2,0.043,0.023,0.072,0,0,0.98,0,0,94.39,,
 mature seeds,raw,Mungo beans,100,341,1.6,0.1,0,38,0,216,0,1.447,0.906,0.254,0.273,23,1,0,0,0,0,0,0,0.281,0.00.00,0,0,0,138,0.981,7.57,267,1.527,379,983,8.2,3.35,25.21,1.077,1.642,2.948,0.234,4.126,1.053,0.706,0,1.287,2.089,1.674,0.3671.473,1.166,1.327,0.875,0.263,0.783,1.416,58.99,18.3,0,0,0,0,0,0,0,1.64,0.114,0.085,1.071,0,0,3.36,0,0,10.8,,
 mature seeds,raw,Beans,100,343,1.1,0.3,0,8,67.2,463,0,1.892,0.997,0.192,0.772,0,0,0,0,0,0,0,0,0.527,0.00.00,0.21,0.21,5.7,130,0.81,6.77,182,1.376,415,1464,13,2.55,20.96,0.878,1.298,2.535,0.228,3.195,0.818,0.583,0,0.925,1.673,1.438,0.3151.133,0.889,1.14,0.882,0.248,0.59,1.096,64.19,12.7,2.14,0,0,0,0,0,0,1.13,0.292,0.098,0.487,0,0,3.66,0,0,10.06,,
 meat and skin,raw,Guinea hen,100,158,6.5,1.8,74,67,0,5,0,7.667,0.879,0.102,0.059,92,28,0,0,0,0,0,0.34,0.38,1.3,0,0,0,11,0.043,0.84,22,0.018,153,193,16.3,1.13,23.4,1.378,1.476,2.087,0.314,3.407,1.572,0.681,0,1.156,1.693,1.891,0.6180.906,1.162,0.829,0.963,0.259,0.748,1.132,0,0,0,0,0,0,0,0,0,6.45,1.77,2.43,1.41,74,0,1.25,0,0,68.9,,
reen,raw,Peppers,100,40,0.2,,0,7,11.1,23,0,0.95,0.061,0.09,0.09,1179,59,23,671,50,725,0,0,0.278,242.50.00,0.69,0.69,14.3,18,0.174,1.2,25,0.237,46,340,0.5,0.3,2,0.082,0.096,0.286,0.038,0.264,0.074,0.041,0,0.065,0.105,0.089,0.0240.062,0.087,0.08,0.074,0.026,0.042,0.084,9.46,1.5,5.1,0,0,0,0,0,0,0.2,0.021,0.011,0.109,0,0,0.6,0,0,87.74,,
 butternut,raw,Squash,100,45,0.1,,0,4,0,27,0,1.2,0.4,0.02,0.1,10630,532,834,4226,3471,0,0,0,0.154,21.00.00,1.44,1.44,1.1,48,0.072,0.7,34,0.202,33,352,0.5,0.15,1,0.042,0.056,0.107,0.009,0.175,0.037,0.019,0,0.039,0.057,0.037,0.0120.039,0.036,0.039,0.03,0.014,0.034,0.043,11.69,2,2.2,0.99,0,0.99,0,0,0.22,0.1,0.021,0.007,0.042,0,0,0.8,0,0,86.41,,
 medium-grain,raw,Rice,100,362,2.7,0.5,0,4,0,20,0,4.308,1.493,0.043,0.413,0,0,0,0,0,0,0,0,0.509,0.00.00,0,0,0,33,0.277,1.8,143,3.743,264,268,0,2.02,7.5,0.437,0.569,0.702,0.091,1.528,0.369,0.19,0,0.318,0.62,0.286,0.1690.387,0.352,0.388,0.275,0.096,0.281,0.44,76.17,3.4,0,0,0,0,0,0,0,2.68,0.536,0.971,0.959,0,0,1.27,0,0,12.37,,
 ZESPRI SunGold,raw,Kiwifruit,100,63,0.3,0.1,0,3,1.9,31,0,0.231,0.12,0.074,0,23,1,0,14,0,24,0,0.08,0.079,161.30.00,1.4,1.4,6.1,17,0.151,0.21,12,0.048,25,315,0.4,0.08,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,1.4,12.3,5.8,0,5.28,0,0,1.22,0.28,0.065,0.023,0.111,0,0,0.47,0,0,82.44,,
 fresh,raw,Egg,100,171,12,3.6,933,151,0,71,0,0.024,1.889,0.47,0.11,554,166,0,0,0,0,0,1.69,0.131,0,0,0,0,99,0.062,4.1,13,0.038,170,142,34.3,1.58,13.68,0.799,0.876,1.357,0.326,1.742,0.455,0.33,0,0.855,1.201,0.924,0.4420.773,0.543,1.04,0.672,0.219,0.569,0.985,1.15,0,0,0,0,0,0,0,0,11.88,3.632,4.571,1.658,933,0,0.79,0,0,72.5,,
 common,raw,Mollusks,100,82,1,0.2,48,230,65,16,0,2.1,0.5,0.04,0.03,150,45,0,0,0,0,0,20,0.36,5.00.00,1.2,1.2,0.1,53,0.435,5.3,30,0.025,186,350,44.8,1.68,14.91,0.902,1.088,1.438,0.196,2.027,0.933,0.286,0,0.649,1.049,1.114,0.3360.534,0.608,0.668,0.642,0.167,0.477,0.651,2.2,0,0,0,0,0,0,0,0,1.04,0.227,0.162,0.239,48,0,1.6,0,0,80.25,,
 (surinam-cherry),raw,Pitanga,100,33,0.4,,0,3,0,0,0,0.3,0,0.04,0.03,1500,75,0,0,0,0,0,0,0,26.3,0,0,0,9,0,0.2,12,0,11,103,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.5,0,0,90.81,,
 mature seeds,raw,Beans,100,337,1.5,0.2,0,5,87.4,364,0,2.188,0.744,0.164,0.775,0,0,0,0,0,0,0,0,0.428,0,0.02,0.02,2.5,147,0.834,5.49,175,1.418,407,1185,11,3.65,22.33,0.908,1.02,2.598,0.187,3.098,0.801,0.507,0,0.952,1.723,1.28,0.2731.158,1.117,1.18,0.711,0.247,0.484,1.241,60.75,15.3,3.88,0,0.34,0.21,0,0,3.33,1.5,0.17,0.128,0.873,0,0,3.32,0,0,12.1,,
 flower clusters,raw,Broccoli,100,28,0.4,0.1,0,27,0,71,0,0.638,0.535,0.119,0.065,3000,0,0,0,0,0,0,0,0.159,93.20.00,0,0,0,48,0.045,0.88,25,0.229,66,325,3,0.4,2.98,0.118,0.145,0.213,0.02,0.375,0.095,0.05,0,0.109,0.131,0.141,0.0340.084,0.114,0.1,0.091,0.029,0.063,0.128,5.06,2.3,1.48,0,0,0,0,0,0,0.35,0.054,0.024,0.167,0,0,0.92,0,0,90.69,,
 sundae,raw,Fast foods,100,175,5.1,2.4,14,60,0,12,0,0.59,0.29,0.18,0.04,145,37,0,0,0,0,0,0.42,0.05,1.3,0.51,0.51,0,105,0.05,0.21,16,0.11,101,177,2.9,0.43,4.09,0.136,0.142,0.321,0.036,0.805,0.085,0.105,0,0.23,0.373,0.302,0.0940.185,0.366,0.209,0.174,0.054,0.186,0.255,29.18,0,0,0,0,0,0,0,0,5.13,2.444,1.739,0.667,14,0,0.7,0,0,60.9,,
iblets,raw,Chicken,100,168,9.2,2.6,240,77,0,350,0,8.53,3.275,1.106,0.097,10497,3152,0,0,0,0,0,10.83,0.52,11.4,0,0,0,10,0.275,5.93,18,0.151,198,226,56.1,3.01,17.89,0.874,1.198,1.676,0.238,2.729,0.983,0.416,0,0.896,1.425,1.306,0.4480.807,0.912,0.782,0.812,0.203,0.586,0.949,2.13,0,0,0,0,0,0,0,0,9.21,2.63,2.75,2.1,240,0,0.97,0,0,69.8,,
 spaghetti,raw,Squash,100,31,0.6,0.1,0,17,8.2,12,0,0.95,0.36,0.018,0.037,120,6,16,64,0,0,0,0,0.101,2.10.00,0.13,0.13,0.9,23,0.037,0.31,12,0.125,12,108,0.3,0.19,0.64,0.025,0.033,0.064,0.005,0.105,0.022,0.011,0,0.024,0.034,0.022,0.0070.024,0.021,0.024,0.018,0.009,0.02,0.026,6.91,1.5,2.76,0,0,0,0,0,0,0.57,0.117,0.042,0.239,0,0,0.28,0,0,91.6,,
